key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-1000428447,Genome-wide DNA methylation differences and polychlorinated biphenyl        (PCB) exposure in a US population,2021,3,4,EPIGENETICS,1559-2294,16,3,338-352,"Curtis, SW and Cobb, DO and Kilaru, V and Terrell, ML and Marder, ME and Barr, DB and Marsit, CJ and Marcus, M and Conneely, KN and Smith, AK and Curtis, Sarah W. and Cobb, Dawayland O. and Kilaru, Varun and Terrell, Metrecia L. and Marder, M. Elizabeth and Barr, Dana Boyd and Marsit, Carmen J. and Marcus, Michele and Conneely, Karen N. and Smith, Alicia K.",,English,TAYLOR & FRANCIS INC,"530 WALNUT STREET, STE 850, PHILADELPHIA, PA 19106 USA","Exposure to polychlorinated biphenyls (PCBs), an endocrine-disrupting compound, is ubiquitous despite decades-old bans on the manufacture and use of PCBs. Increased exposure to PCBs is associated with adverse health consequences throughout life, including type 2 diabetes and cancer. PCB exposure is also associated with alterations in epigenetic marks and gene transcription, which could lead to adverse health outcomes, but many of these are population-specific. To further investigate the association between PCB and epigenetic marks, DNA methylation was measured at 787,684 CpG sites in 641 peripheral blood samples from the Michigan Polybrominated Biphenyl (PBB) Registry. 1345 CpGs were associated with increased total PCB level after controlling for age, sex, and 24 surrogate variables (FDR < 0.05). These CpGs were enriched in active promoter and transcription associated regions (p < 0.05), and in regions around the binding sites for transcription factors involved in xenobiotic metabolism and immune function (FDR < 0.05). PCB exposure also associated with proportions of CD4T, NK, and granulocyte cell types, and with the neutrophil to lymphocyte ratio (NLR) (p < 0.05), and the estimated effect sizes of PCB on the epigenome were correlated with the effect sizes previously reported in an epigenome-wide study of C-reactive protein (r = 0.29; p = 2.22e-5), supporting previous studies on the association between PCB and immune dysfunction. These results indicate that PCB exposure is associated with differences in epigenetic marks in active regions of the genome, and future work should investigate whether these may mediate the association between PCB and health consequences.","RAYYAN-INCLUSION: {""Jari""=>""Included""} | RAYYAN-LABELS: PCB exposure",10.1080/15592294.2020.1795605     EA JUL 2020,"PERSISTENT ORGANIC POLLUTANTS;POLYBROMINATED DIPHENYL ETHERS;ELIMINATION HALF-LIVES;INFLAMMATION;SERUM;DISCOVERY;ASSOCIATION;ANNOTATION;EXPRESSION;HORMONES;DNA (Cytosine-5-)-Methyltransferase;Genome;Genomics;Methylation;DNA, B-Form;DNA, A-Form;DNA",,
rayyan-1000428477,"Association of DNA methylation with age, gender, and smoking in an Arab        population",2015,1,22,CLINICAL EPIGENETICS,1868-7075,7,,,"Zaghlool, SB and Al-Shafai, M and Al Muftah, WA and Kumar, P and Falchi, M and Suhre, K and Zaghlool, Shaza B. and Al-Shafai, Mashael and Al Muftah, Wadha A. and Kumar, Pankaj and Falchi, Mario and Suhre, Karsten",,English,BMC,"CAMPUS, 4 CRINAN ST, LONDON N1 9XW, ENGLAND","Background: Modification of DNA by methylation of cytosines at CpG dinucleotides is a widespread phenomenon that leads to changes in gene expression, thereby influencing and regulating many biological processes. Recent technical advances in the genome-wide determination of single-base DNA-methylation enabled epigenome-wide association studies (EWASs). Early EWASs established robust associations between age and gender with the degree of CpG methylation at specific sites. Other studies uncovered associations with cigarette smoking. However, so far these studies were mainly conducted in Caucasians, raising the question of whether these findings can also be extrapolated to other populations.        Results: Here, we present an EWAS with age, gender, and smoking status in a family study of 123 individuals of Arab descent. We determined DNA methylation at over 450,000 CpG sites using the Illumina Infinium HumanMethylation450 BeadChip, applied state-of-the-art data processing protocols, including correction for blood cell type heterogeneity and hidden confounders, and eliminated probes containing SNPs at the targeted CpG site using 40x whole-genome sequencing data. Using this approach, we could replicate the leading published EWAS associations with age, gender and smoking, and recovered hallmarks of gender-specific epigenetic changes. Interestingly, we could even replicate the recently reported precise prediction of chronological age based on the methylation of only a few selected CpG sites.        Conclusion: Our study supports the view that when applied with state-of-the art protocols to account for all potential confounders, DNA methylation arrays represent powerful tools for EWAS with more complex phenotypes that can also be successfully applied to non-Caucasian populations.","RAYYAN-INCLUSION: {""Jari""=>""Included""} | RAYYAN-LABELS: smoking",10.1186/s13148-014-0040-6,EPIGENOME-WIDE ASSOCIATION;BLOOD;GENE;EPIGENETICS;DESIGN;DIET;DNA (Cytosine-5-)-Methyltransferase;Smoke;Arabs;Methylation,,
rayyan-1000428493,"Long-term Air Pollution Exposure, Genome-wide DNA Methylation and Lung        Function in the LifeLines Cohort Study",2018,2,,ENVIRONMENTAL HEALTH PERSPECTIVES,0091-6765,126,2,,"Lichtenfels, AJDC and van der Plaat, DA and de Jong, K and van Diemen, CC and Postma, DS and Nedeljkovic, I and van Duijn, CM and Amin, N and la Bastide-van Gemert, S and de Vries, M and Ward-Caviness, CK and Wolf, K and Waldenberger, M and Peters, A and Stolk, RP and Brunekreef, B and Boezen, HM and Vonk, JM and Lichtenfels, Ana Julia de F. C. and van der plaat, Diana A. and de Jong, Kim and van diemen, Cleo C. and Postma, Dirkje S. and Nedeljkovic, Ivana and van Duijn, Cornelia M. and Amin, Najaf and la Bastide-van Gemert, Sacha and de Vries, Maaike and Ward-Caviness, Cavin K. and Wolf, Kathrin and Waldenberger, Melanie and Peters, Annette and Stolk, Ronald P. and Brunekreef, Bert and Boezen, H. Marike and Vonk, Judith M.",,English,US DEPT HEALTH HUMAN SCIENCES PUBLIC HEALTH SCIENCE,"NATL INST HEALTH, NATL INST ENVIRONMENTAL HEALTH SCIENCES, PO BOX 12233,        RES TRIANGLE PK, NC 27709-2233 USA","BACKGROUND: Long-term air pollution exposure is negatively associated with lung function, yet the mechanisms underlying this association not fully clear. Differential DNA methylation may explain this association.        OBJECTIVES: Our main aim was to study the association between long-term air pollution exposure and DNA methylation.        METHODS: We performed a genome-wide methylation study using robust linear regression models in 1,017 subjects from the LifeLines cohort study to analyze the association between exposure to nitrogen dioxide (NO2) and particulate matter (PM2.5, fine particulate matter with aerodynamic diameter <= 2.5 mu m; PM10, particulate matter with aerodynamic diameter <= 10 mu m) and PM2.5absorbance, indicator of elemental carbon content (estimated with land use-regression models) with DNA methylation in whole blood (Illumina (R) HumanMethylation450K BeadChip). Replication of the top hits was attempted in two independent samples from the population-based Cooperative Health Research in the Region of Augsburg studies (KORA).        RESULTS: Depending on the p-value threshold used, we found significant associations between NO2 exposure and DNA methylation for seven CpG sites (Bonferroni corrected threshold p < 1.19 x 10(-7)) or for 4,980 CpG sites (False Discovery Rate<0.05). The top associated CpG site was annotated to the PSMB9 gene (i.e., cg04908668). None of the seven Bonferroni significant CpG-sites were significantly replicated in the two KORA-cohorts. No associations were found for PM exposure.        CONCLUSIONS: Long-term NO2 exposure was genome-wide significantly associated with DNA methylation in the identification cohort but not in the replication cohort. Future studies arc needed to further elucidate the potential mechanisms underlying NO2-exposure related respiratory disease.","RAYYAN-INCLUSION: {""Jari""=>""Included""} | RAYYAN-LABELS: air pollution",10.1289/EHP2045,OBSTRUCTIVE PULMONARY-DISEASE;FINE PARTICULATE MATTER;USE        REGRESSION-MODELS;EPIGENETIC MEDIATION;NITROGEN-DIOXIDE;PHOSPHOLIPASE-D;ASSOCIATIONS;ESCAPE;ACTIVATION;DENSITY;Cohort Studies;DNA (Cytosine-5-)-Methyltransferase;Lung;Genome;Genomics;DNA,,
rayyan-1000428496,Assessing the role of genome-wide DNA methylation between smoking and        risk of lung cancer using repeated measurements: the HUNT study,2021,10,,INTERNATIONAL JOURNAL OF EPIDEMIOLOGY,0300-5771,50,5,1482-1497,"Sun, YQ and Richmond, RC and Suderman, M and Min, JL and Battram, T and Flatberg, A and Beisvag, V and Nost, TH and Guida, F and Jiang, L and Wahl, SGF and Langhammer, A and Skorpen, F and Walker, RM and Bretherick, AD and Zeng, YN and Chen, Y and Johansson, M and Sandanger, TM and Relton, CL and Mai, XM and Sun, Yi-Qian and Richmond, Rebecca C. and Suderman, Matthew and Min, Josine L. and Battram, Thomas and Flatberg, Arnar and Beisvag, Vidar and Nost, Therese Haugdahl and Guida, Florence and Jiang, Lin and Wahl, Sissel Gyrid Freim and Langhammer, Arnulf and Skorpen, Frank and Walker, Rosie M. and Bretherick, Andrew D. and Zeng, Yanni and Chen, Yue and Johansson, Mattias and Sandanger, Torkjel M. and Relton, Caroline L. and Mai, Xiao-Mei",,English,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND","Background: It is unclear if smoking-related DNA methylation represents a causal pathway between smoking and risk of lung cancer. We sought to identify novel smoking-related DNA methylation sites in blood, with repeated measurements, and to appraise the putative role of DNA methylation in the pathway between smoking and lung cancer development.        Methods: We derived a nested case-control study from the Trondelag Health Study (HUNT), including 140 incident patients who developed lung cancer during 2009-13 and 140 controls. We profiled 850 K DNA methylation sites (Illumina Infinium EPIC array) in DNA extracted from blood that was collected in HUNT2 (1995-97) and HUNT3 (2006-08) for the same individuals. Epigenome-wide association studies (EWAS) were performed for a detailed smoking phenotype and for lung cancer. Two-step Mendelian randomization (MR) analyses were performed to assess the potential causal effect of smoking on DNA methylation as well as of DNA methylation (13 sites as putative mediators) on risk of lung cancer.        Results: The EWAS for smoking in HUNT2 identified associations at 76 DNA methylation sites (P<5 x 10(-8)), including 16 novel sites. Smoking was associated with DNA hypomethylation in a dose-response relationship among 83% of the 76 sites, which was confirmed by analyses using repeated measurements from blood that was collected at 11 years apart for the same individuals. Two-step MR analyses showed evidence for a causal effect of smoking on DNA methylation but no evidence for a causal link between DNA methylation and the risk of lung cancer.        Conclusions: DNA methylation modifications in blood did not seem to represent a causal pathway linking smoking and the lung cancer risk.","RAYYAN-INCLUSION: {""Jari""=>""Included""} | RAYYAN-LABELS: smoking",10.1093/ije/dyab044     EA MAR 2021,MENDELIAN RANDOMIZATION;GENE-EXPRESSION;LOCI;HETEROGENEITY;BLOOD;Lung Neoplasms;DNA (Cytosine-5-)-Methyltransferase;Smoke;Methylation;Lung;Genomics,,
rayyan-1000428500,"DNA methylation signature on phosphatidylethanol, not on self-reported        alcohol consumption, predicts hazardous alcohol consumption in two        distinct populations",2021,6,,MOLECULAR PSYCHIATRY,1359-4184,26,6,2238-2253,"Liang, XY and Justice, AC and So-Armah, K and Krystal, JH and Sinha, R and Xu, K and Liang, Xiaoyu and Justice, Amy C. and So-Armah, Kaku and Krystal, John H. and Sinha, Rajita and Xu, Ke",,English,SPRINGERNATURE,"CAMPUS, 4 CRINAN ST, LONDON, N1 9XW, ENGLAND","The process of diagnosing hazardous alcohol drinking (HAD) is based on self-reported data and is thereby vulnerable to bias. There has been an interest in developing epigenetic biomarkers for HAD that might complement clinical assessment. Because alcohol consumption has been previously linked to DNA methylation (DNAm), we aimed to select DNAm signatures in blood to predict HAD from two demographically and clinically distinct populations (N-total = 1,549). We first separately conducted an epigenome-wide association study (EWAS) for phosphatidylethanol (PEth), an objective measure of alcohol consumption, and for self-reported alcohol consumption in Cohort 1. We identified 83 PEth-associated CpGs, including 23 CpGs previously associated with alcohol consumption or alcohol use disorder. In contrast, no CpG reached epigenome-wide significance on self-reported alcohol consumption. Using a machine learning approach, two CpG subsets from EWAS on PEth and on self-reported alcohol consumption from Cohort 1 were separately tested for the prediction of HAD in Cohort 2. We found that a subset of 143 CpGs selected from the EWAS on PEth showed an excellent prediction of HAD with the area under the receiver operating characteristic curve (AUC) of 89.4% in training set and 73.9% in validation set of Cohort 2. However, CpGs preselected from the EWAS on self-reported alcohol consumption showed a poor prediction of HAD with AUC 75.2% in training set and 57.6% in validation set. Our results demonstrate that an objective measure for alcohol consumption is a more informative phenotype than self-reported data for revealing epigenetic mechanisms. The PEth-associated DNAm signature in blood could serve as a robust biomarker for alcohol consumption.","RAYYAN-INCLUSION: {""Jari""=>""Included""} | RAYYAN-LABELS: PMS,alcohol",10.1038/s41380-020-0668-x     EA FEB 2020,IDENTIFICATION TEST;USE DISORDER;BLOOD;DRINKING;LIVER;METAANALYSIS;ASSOCIATION;EPIGENETICS;CHALLENGES;BIOMARKERS;DNA (Cytosine-5-)-Methyltransferase;Alcohol Drinking;DNA-(Apurinic or Apyrimidinic Site) Lyase;DNA;Alcoholics;Methylation;DNA Methylation,,
rayyan-1000428518,Epigenome-wide DNA methylation signature of plasma zinc and their        mediation roles in the association of zinc with lung cancer risk,2022,8,15,ENVIRONMENTAL POLLUTION,0269-7491,307,,,"Meng, H and Wei, W and Li, GYA and Fu, M and Wang, CM and Hong, SR and Guan, X and Bai, YS and Feng, Y and Zhou, YH and Cao, Q and Yuan, FF and He, MA and Zhang, XM and Wei, S and Li, YK and Guo, H and Meng, Hua and Wei, Wei and Li, Guyanan and Fu, Ming and Wang, Chenming and Hong, Shiru and Guan, Xin and Bai, Yansen and Feng, Yue and Zhou, Yuhan and Cao, Qiang and Yuan, Fangfang and He, Meian and Zhang, Xiaomin and Wei, Sheng and Li, Yangkai and Guo, Huan",,English,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND","Essential trace element zinc is associated with decreased lung cancer risk, but underlying mechanisms remain unclear. This study aimed to investigate role of DNA methylation in zinc-lung cancer association. We conducted a case-cohort study within prospective Dongfeng-Tongji cohort, including 359 incident lung cancer cases and a randomly selected sub-cohort of 1399 participants. Epigenome-wide association study (EWAS) was used to examine association of plasma zinc with DNA methylation in peripheral blood. For the zinc-related CpGs, their mediation effects on zinc-lung cancer association were assessed; their diagnostic performance for lung cancer was testified in the case-cohort study and further validated in another 126 pairs of lung cancer case-control study. We identified 28 CpGs associated with plasma zinc at P < 1.0 x 10-5 and seven of them (cg07077080, cg01077808, cg17749033, cg15554270, cg26125625, cg10669424, and cg15409013 annotated to GSR, CALR3, SLC16A3, PHLPP2, SLC12A8, VGLL4, and ADAMTS16, respectively) were associated with incident risk of lung cancer. Moreover, the above seven CpGs were differently methylated between 126 pairs of lung cancer and adjacent normal lung tissues and had the same directions with EWAS of zinc. They could mediate a separate 7.05%~22.65% and a joint 29.42% of zinc-lung cancer association. Compared to using traditional factors, addition of methylation risk score exerted improved discriminations for lung cancer both in case-cohort study [area under the curve (AUC) = 0.818 vs. 0.738] and in case-control study (AUC = 0.816 vs. 0.646). Our results provide new insights for the biological role of DNA methylation in the inverse association of zinc with incident lung cancer.","RAYYAN-INCLUSION: {""Jari""=>""Included""} | RAYYAN-LABELS: PMS,Zinc",10.1016/j.envpol.2022.119563     EA JUN 2022,GENE-EXPRESSION;MINERAL INTAKE;DIETARY ZINC;R-PACKAGE;SMOKING;FAMILY;TRANSPORTERS;NUTRITION;PROMOTES;DNA (Cytosine-5-)-Methyltransferase;Lung Neoplasms;Zinc;Lung;Methylation,,
rayyan-1000428525,Genome-Wide Epigenetic Signatures of Adaptive Developmental Plasticity        in the Andes,2021,2,,GENOME BIOLOGY AND EVOLUTION,1759-6653,13,2,,"Childebayeva, A and Goodrich, JM and Leon-Velarde, F and Rivera-Chira, M and Kiyamu, M and Brutsaert, TD and Dolinoy, DC and Bigham, AW and Childebayeva, Ainash and Goodrich, Jaclyn M. and Leon-Velarde, Fabiola and Rivera-Chira, Maria and Kiyamu, Melisa and Brutsaert, Tom D. and Dolinoy, Dana C. and Bigham, Abigail W.",,English,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND","High-altitude adaptation is a classic example of natural selection operating on the human genome. Physiological and genetic adaptations have been documented in populations with a history of living at high altitude. However, the role of epigenetic gene regulation, including DNA methylation, in high-altitude adaptation is not well understood. We performed an epigenome-wide DNA methylation association study based on whole blood from 113 Peruvian Quechua with differential lifetime exposures to high altitude (>2,500) and recruited based on a migrant study design. We identified two significant differentially methylated positions (DMPs) and 62 differentially methylated regions (DMRs) associated with high-altitude developmental and lifelong exposure statuses. DMPs and DMRs were found in genes associated with hypoxia-inducible factor pathway, red blood cell production, blood pressure, and others. DMPs and DMRs associated with fractional exhaled nitric oxide also were identified. We found a significant association between EPAS1 methylation and EPAS1 SNP genotypes, suggesting that local genetic variation influences patterns of methylation. Our findings demonstrate that DNA methylation is associated with early developmental and lifelong high-altitude exposures among Peruvian Quechua as well as altitude-adaptive phenotypes. Together these findings suggest that epigenetic mechanisms might be involved in adaptive developmental plasticity to high altitude. Moreover, we show that local genetic variation is associated with DNA methylation levels, suggesting that methylation associated SNPs could be a potential avenue for research on genetic adaptation to hypoxia in Andeans.","RAYYAN-INCLUSION: {""Jari""=>""Included""} | RAYYAN-LABELS: high altitude",10.1093/gbe/evaa239,ARTERIAL OXYGEN-SATURATION;HEMATOPOIETIC STEM-CELLS;HIGH-ALTITUDE        ADAPTATION;HYPOXIA-INDUCIBLE FACTORS;DNA METHYLATION PATTERNS;EARLY-LIFE EXPERIENCES;NITRIC-OXIDE;LEAD-EXPOSURE;PULMONARY-FIBROSIS;AEROBIC CAPACITY;Genome;Genomics,,
rayyan-1000428526,Exposure to polybrominated biphenyl (PBB) associates with genome-wide        DNA methylation differences in peripheral blood,2019,1,2,EPIGENETICS,1559-2294,14,1,52-66,"Curtis, SW and Cobb, DO and Kilaru, V and Terrell, ML and Kennedy, EM and Marder, ME and Barr, DB and Marsit, CJ and Marcus, M and Conneely, KN and Smith, AK and Curtis, Sarah W. and Cobb, Dawayland O. and Kilaru, Varun and Terrell, Metrecia L. and Kennedy, Elizabeth M. and Marder, M. Elizabeth and Barr, Dana Boyd and Marsit, Carmen J. and Marcus, Michele and Conneely, Karen N. and Smith, Alicia K.",,English,TAYLOR & FRANCIS INC,"530 WALNUT STREET, STE 850, PHILADELPHIA, PA 19106 USA","In 1973, Michigan residents were exposed to polybrominated biphenyl (PBB) when it was accidentally added to farm animal feed. Highly exposed individuals and their children have experienced endocrine-related health problems, though the underlying mechanism behind these remains unknown. We investigated whether PBB exposure is associated with variation in DNA methylation in peripheral blood samples from 658 participants of the Michigan PBB registry using the MethylationEPIC BeadChip, as well as investigated what the potential function of the affected regions are and whether these epigenetic marks are known to associate with endocrine system pathways. After multiple test correction (FDR <0.05), 1890 CpG sites associated with total PBB levels. These CpGs were not enriched in any particular biological pathway, but were enriched in enhancer and insulator regions, and depleted in regions near the transcription start site or in CpG islands (p < 0.05). They were also more likely to be in ARNT and ESR2 transcription factor binding sites (p = 3.27e-23 and p = 1.62e-6, respectively), and there was significant overlap between CpGs associated with PBB and CpGs associated with estrogen (p < 2.2e-16). PBB-associated CpGs were also enriched for CpGs known to be associated with gene expression in blood (eQTMs) (p < 0.05). These eQTMs were enriched for pathways related to immune function and endocrine-related autoimmune disease (FDR <0.05). These results indicate that exposure to PBB is associated with differences in epigenetic marks that suggest that it is acting similarly to estrogen and is associated with dysregulated immune system pathways.","RAYYAN-INCLUSION: {""Jari""=>""Included""} | RAYYAN-LABELS: PBB exposure",10.1080/15592294.2019.1565590,"BISPHENOL-A BPA;PERSISTENT ORGANIC POLLUTANTS;BROMINATED FLAME        RETARDANTS;POLYCHLORINATED-BIPHENYLS;MATERNAL EXPOSURE;DIETARY        EXPOSURE;BREAST-CANCER;PERINATAL EXPOSURE;IN-UTERO;MICHIGAN;DNA (Cytosine-5-)-Methyltransferase;Genomics;Genome;DNA, B-Form;DNA, A-Form;Methylation;DNA",,
rayyan-1000428544,Causal effect of smoking on DNA methylation in peripheral blood: a twin        and family study,2018,2,9,CLINICAL EPIGENETICS,1868-7075,10,,,"Li, S and Wong, EM and Bui, M and Nguyen, TL and Joo, JHE and Stone, J and Dite, GS and Giles, GG and Saffery, R and Southey, MC and Hopper, JL and Li, Shuai and Wong, Ee Ming and Bui, Minh and Nguyen, Tuong L. and Joo, Ji-Hoon Eric and Stone, Jennifer and Dite, Gillian S. and Giles, Graham G. and Saffery, Richard and Southey, Melissa C. and Hopper, John L.",,English,BMC,"CAMPUS, 4 CRINAN ST, LONDON N1 9XW, ENGLAND","Background: Smoking has been reported to be associated with peripheral blood DNA methylation, but the causal aspects of the association have rarely been investigated. We aimed to investigate the association and underlying causation between smoking and blood methylation.        Methods: The methylation profile of DNA from the peripheral blood, collected as dried blood spots stored on Guthrie cards, was measured for 479 Australian women including 66 monozygotic twin pairs, 66 dizygotic twin pairs, and 215 sisters of twins from 130 twin families using the Infinium HumanMethylation450K BeadChip array. Linear regression was used to estimate associations between methylation at similar to 410,000 cytosine-guanine dinucleotides (CpGs) and smoking status. A regression-based methodology for twins, Inference about Causation through Examination of Familial Confounding (ICE FALCON), was used to assess putative causation.        Results: At a 5% false discovery rate, 39 CpGs located at 27 loci, including previously reported AHRR, F2RL3, 2q37.1 and 6p21.33, were found to be differentially methylated across never, former and current smokers. For all 39 CpG sites, current smokers had the lowest methylation level. Our study provides the first replication for two previously reported CpG sites, cg06226150 (SLC2A4RG) and cg21733098 (12q24.32). From the ICE FALCON analysis with smoking status as the predictor and methylation score as the outcome, a woman's methylation score was associated with her co-twin's smoking status, and the association attenuated towards the null conditioning on her own smoking status, consistent with smoking status causing changes in methylation. To the contrary, using methylation score as the predictor and smoking status as the outcome, a woman's smoking status was not associated with her co-twin's methylation score, consistent with changes in methylation not causing smoking status.        Conclusions: For middle-aged women, peripheral blood DNA methylation at several genomic locations is associated with smoking. Our study suggests that smoking has a causal effect on peripheral blood DNA methylation, but not vice versa.","RAYYAN-INCLUSION: {""Jari""=>""Included""} | RAYYAN-LABELS: PMS,smoking",10.1186/s13148-018-0452-9,HYDROCARBON RECEPTOR REPRESSOR;MAMMOGRAPHIC DENSITY MEASURES;CIGARETTE-SMOKING;WIDE ASSOCIATION;BREAST-CANCER;LUNG-CANCER;LOCI;IDENTIFICATION;EPIGENETICS;DISCOVERY;DNA (Cytosine-5-)-Methyltransferase;Smoke;Twins,,
rayyan-1000428545,Alcohol consumption is associated with widespread changes in blood DNA        methylation: Analysis of cross-sectional and longitudinal data,2021,1,,ADDICTION BIOLOGY,1355-6215,26,1,,"Dugue, PA and Wilson, R and Lehne, B and Jayasekara, H and Wang, XC and Jung, CH and Joo, JE and Makalic, E and Schmidt, DF and Baglietto, L and Severi, G and Gieger, C and Ladwig, KH and Peters, A and Kooner, JS and Southey, MC and English, DR and Waldenberger, M and Chambers, JC and Giles, GG and Milne, RL and Dugue, Pierre-Antoine and Wilson, Rory and Lehne, Benjamin and Jayasekara, Harindra and Wang, Xiaochuan and Jung, Chol-Hee and Joo, JiHoon E. and Makalic, Enes and Schmidt, Daniel F. and Baglietto, Laura and Severi, Gianluca and Gieger, Christian and Ladwig, Karl-Heinz and Peters, Annette and Kooner, Jaspal S. and Southey, Melissa C. and English, Dallas R. and Waldenberger, Melanie and Chambers, John C. and Giles, Graham G. and Milne, Roger L.",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA","DNA methylation may be one of the mechanisms by which alcohol consumption is associated with the risk of disease. We conducted a large-scale, cross-sectional, genome-wide DNA methylation association study of alcohol consumption and a longitudinal analysis of repeated measurements taken several years apart. Using the Illumina HumanMethylation450 BeadChip, DNA methylation was measured in blood samples from 5606 Melbourne Collaborative Cohort Study (MCCS) participants. For 1088 of them, these measures were repeated using blood samples collected a median of 11 years later. Associations between alcohol intake and blood DNA methylation were assessed using linear mixed-effects regression models. Independent data from the London Life Sciences Prospective Population (LOLIPOP) (N = 4042) and Cooperative Health Research in the Augsburg Region (KORA) (N = 1662) cohorts were used to replicate associations discovered in the MCCS. Cross-sectional analyses identified 1414 CpGs associated with alcohol intake at P < 10(-7), 1243 of which had not been reported previously. Of these novel associations, 1078 were replicated (P < .05) using LOLIPOP and KORA data. Using the MCCS data, we also replicated 403 of 518 previously reported associations. Interaction analyses suggested that associations were stronger for women, non-smokers, and participants genetically predisposed to consume less alcohol. Of the 1414 CpGs, 530 were differentially methylated (P < .05) in former compared with current drinkers. Longitudinal associations between the change in alcohol intake and the change in methylation were observed for 513 of the 1414 cross-sectional associations. Our study indicates that alcohol intake is associated with widespread changes in DNA methylation across the genome. Longitudinal analyses showed that the methylation status of alcohol-associated CpGs may change with alcohol consumption changes in adulthood.","RAYYAN-INCLUSION: {""Jari""=>""Included""} | RAYYAN-LABELS: alcohol",10.1111/adb.12855     EA DEC 2019,EPIGENOME-WIDE ASSOCIATION;PERIPHERAL-BLOOD;CANCER RISK;EPIGENETICS;METABOLISM;MECHANISMS;DEPENDENCE;PROMOTER;DNA (Cytosine-5-)-Methyltransferase;Cross-Sectional Studies;Cesarean Section;Alcohol Drinking,,
rayyan-1000428552,Epigenome-Wide DNA Methylation and Pesticide Use in the Agricultural        Lung Health Study,2021,9,,ENVIRONMENTAL HEALTH PERSPECTIVES,0091-6765,129,9,,"Hoang, TT and Qi, CC and Paul, KC and Lee, M and White, JD and Richards, M and Auerbach, SS and Long, S and Shrestha, S and Wang, TY and Freeman, LEB and Hofmann, JN and Parks, C and Xu, CJ and Ritz, B and Koppelman, GH and London, SJ and Hoang, Thanh T. and Qi, Cancan and Paul, Kimberly C. and Lee, Mikyeong and White, Julie D. and Richards, Marie and Auerbach, Scott S. and Long, Stuart and Shrestha, Srishti and Wang, Tianyuan and Freeman, Laura E. Beane and Hofmann, Jonathan N. and Parks, Christine and Xu, Cheng-Jian and Ritz, Beate and Koppelman, Gerard H. and London, Stephanie J. and BIOS Consortium",,English,US DEPT HEALTH HUMAN SCIENCES PUBLIC HEALTH SCIENCE,"NATL INST HEALTH, NATL INST ENVIRONMENTAL HEALTH SCIENCES, PO BOX 12233,        RES TRIANGLE PK, NC 27709-2233 USA","BACKGROUND: Pesticide exposure is associated with many long-term health outcomes; the potential underlying mechanisms are not well established for most associations. Epigenetic modifications, such as DNA methylation, may contribute. Individual pesticides may be associated with specific DNA methylation patterns but no epigenome-wide association study (EWAS) has evaluated methylation in relation to individual pesticides.        OBJECTIVES: We conducted an EWAS of DNA methylation in relation to several pesticide active ingredients.        METHODS: The Agricultural Lung Health Study is a case-control study of asthma, nested within the Agricultural Health Study. We analyzed blood DNA methylation measured using Illumina's EPIC array in 1,170 male farmers of European ancestry. For pesticides still on the market at blood collection (2009-2013), we evaluated nine active ingredients for which at least 30 participants reported past and current (within the last 12 months) use, as well as seven banned organochlorines with at least 30 participants reporting past use. We used robust linear regression to compare methylation at individual C-phosphate-G sites (CpGs) among users of a specific pesticide to never users.        RESULTS: Using family-wise error rate (p < 9 x 10(-8)) or false-discovery rate (FDR <0:05), we identified 162 differentially methylated CpGs across 8 of 9 currently marketed active ingredients (acetochlor, atrazine, dicamba, glyphosate, malathion, metolachlor, mesotrione, and picloram) and one banned organochlorine (heptachlor). Differentially methylated CpGs were unique to each active ingredient, and a dose-response relationship with lifetime days of use was observed for most. Significant CpGs were enriched for transcription motifs and 28% of CpGs were associated with whole blood cis-gene expression, supporting functional effects of findings. We corroborated a previously reported association between dichlorodiphenyltrichloroethane (banned in the United States in 1972) and epigenetic age acceleration.        DISCUSSION: We identified differential methylation for several active ingredients in male farmers of European ancestry. These may serve as biomarkers of chronic exposure and could inform mechanisms of long-term health outcomes from pesticide exposure.","RAYYAN-INCLUSION: {""Jari""=>""Included""} | RAYYAN-LABELS: pesticide exposure",10.1289/EHP8928,"EXPOSURE;ASSOCIATION;ATRAZINE;NEURONS;DNA (Cytosine-5-)-Methyltransferase;Pesticides;Lung;Methylation;DNA, B-Form;DNA, A-Form;DNA",,
