key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-1000428421,Grandmaternal smoking during pregnancy is associated with differential        DNA methylation in peripheral blood of their grandchildren,2022,12,,EUROPEAN JOURNAL OF HUMAN GENETICS,1018-4813,30,12,1373-1379,"Watkins, SH and Iles-Caven, Y and Pembrey, M and Golding, J and Suderman, M and Watkins, Sarah Holmes and Iles-Caven, Yasmin and Pembrey, Marcus and Golding, Jean and Suderman, Matthew",,English,SPRINGERNATURE,"CAMPUS, 4 CRINAN ST, LONDON, N1 9XW, ENGLAND","The idea that information can be transmitted to subsequent generation(s) by epigenetic means has been studied for decades but remains controversial in humans. Epidemiological studies have established that grandparental exposures are associated with health outcomes in their grandchildren, often with sex-specific effects; however, the mechanism of transmission is still unclear. We conducted Epigenome Wide Association Studies (EWAS) to test whether grandmaternal smoking during pregnancy is associated with altered DNA methylation (DNAm) in peripheral blood from their adolescent grandchildren. We used data from a birth cohort, with discovery and replication datasets of up to 1225 and 708 individuals (respectively, for the maternal line), aged 15-17 years, and tested replication in the same individuals at birth and 7 years. We show for the first time that DNAm at a small number of loci in cord blood is associated with grandmaternal smoking in humans. In adolescents we see suggestive associations in regions of the genome which we hypothesised a priori could be involved in transgenerational transmission - we observe sex-specific associations at two sites on the X chromosome and one in an imprinting control region. All are within transcription factor binding sites (TFBSs), and we observe enrichment for TFBS among the CpG sites with the strongest associations; however, there is limited evidence that the associations we see replicate between timepoints. The implication of this work is that effects of smoking during pregnancy may induce DNAm changes in later generations and that these changes are often sex-specific, in line with epidemiological associations.","RAYYAN-INCLUSION: {""Jari""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: Maternal,cord blood",10.1038/s41431-022-01081-2     EA MAR 2022,"MATERNAL SMOKING;EPIGENOME;NEWBORNS;CHILDREN;Pregnancy;DNA (Cytosine-5-)-Methyltransferase;Smoke;DNA, B-Form;DNA, A-Form",,
rayyan-1000428426,Body Mass Index Drives Changes in DNA Methylation A Longitudinal Study,2019,10,11,CIRCULATION RESEARCH,0009-7330,125,9,824-833,"Sun, DJY and Zhang, T and Su, SY and Hao, G and Chen, T and Li, QZ and Bazzano, D and He, J and Wang, XL and Li, SX and Chen, W and Sun, Dianjianyi and Zhang, Tao and Su, Shaoyong and Hao, Guang and Chen, Tao and Li, Quan-Zhen and Bazzano, Lydia and He, Jiang and Wang, Xiaoling and Li, Shengxu and Chen, Wei",,English,LIPPINCOTT WILLIAMS & WILKINS,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, PA 19103 USA","Rationale: Previous EWASs (Epigenome-Wide Association Studies) suggest that obesity may be the cause, not a consequence, of changes in DNA methylation (DNAm). However, longitudinal observations are lacking. Objective: To identify 5 '-cytosine-phosphate-guanine-3 ' in DNA (CpG) sites associated with body mass index (BMI) and examine the temporal relationship between dynamic changes in DNAm and BMI in a longitudinal cohort. Methods and Results: Race-specific EWASs were performed in 995 whites and 490 blacks from the Bogalusa Heart Study. Suggestive CpG sites were further replicated in 252 whites and 228 blacks from the Georgia Stress and Heart Study. Cross-lagged panel analysis was used to examine the temporal relationship between DNAm and BMI in 439 whites and 201 blacks who were examined twice 6.2 years apart. In discovery and replication samples, 349 CpG sites (266 novel) in whites and 36 (21 novel) in blacks were identified to be robustly associated with BMI, with 8 (1 novel) CpG sites overlapping between the 2 races. Cross-lagged panel analyses showed significant unidirectional paths (P-FDR <0.05) from baseline BMI to follow-up DNAm at 18 CpG sites in whites and 7 in blacks; no CpG sites showed significant paths from DNAm at baseline to BMI at follow-up. Baseline BMI was associated with a DNAm score (calculated from DNAm levels at the associated CpG sites) at follow-up (P<0.001 both in blacks and in whites). Conclusions: The findings provide strong evidence that obesity is the cause, not a consequence, of changes in DNAm over time.","RAYYAN-INCLUSION: {""Jari""=>""Excluded""} | RAYYAN-LABELS: body fat",10.1161/CIRCRESAHA.119.315397,"EPIGENOME-WIDE ASSOCIATION;BLOOD-PRESSURE;HEART-DISEASE;OBESITY;LOCI;RISK;DNA (Cytosine-5-)-Methyltransferase;Longitudinal Studies;DNA, B-Form;DNA, A-Form;Body Mass Index;Methylation;DNA",,
rayyan-1000428427,Accuracy and utility of an epigenetic biomarker for smoking in        populations with varying rates of false self-report,2017,9,,AMERICAN JOURNAL OF MEDICAL GENETICS PART B-NEUROPSYCHIATRIC GENETICS,1552-4841,174,6,641-650,"Andersen, AM and Philibert, RA and Gibbons, FX and Simons, RL and Long, J and Andersen, Allan M. and Philibert, Robert A. and Gibbons, Fredrick X. and Simons, Ronald L. and Long, Jeffrey",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA","Better biomarkers to detect smoking are needed given the tremendous public health burden caused by smoking. Current biomarkers to detect smoking have significant limitations, notably a short half-life for detection and lack of sensitivity for light smokers. These limitations may be particularly problematic in populations with less accurate self-reporting. Prior epigenome-wide association studies indicate that methylation status at cg05575921, a CpG residue located in the aryl hydrocarbon receptor repressor (AHRR) gene, may be a robust indicator of smoking status in individuals with as little as half of a pack-year of smoking. In this study, we show that a novel droplet digital PCR assay for measuring methylation at cg05575921 can reliably detect smoking status, as confirmed by serum cotinine, in populations with different demographic characteristics, smoking histories, and rates of false-negative self-report of smoking behavior. Using logistic regression models, we show that obtaining maximum accuracy in predicting smoking status depends on appropriately weighting self-report and cg05575921 methylation according to the characteristics of the sample being tested. Furthermore, models using only cg05575921 methylation to predict smoking perform nearly as well as those also including self-report across populations. In conclusion, cg05575921 has significant potential as a clinical biomarker to detect smoking in populations with varying rates of accuracy in self-report of smoking behavior.","RAYYAN-INCLUSION: {""Jari""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: No EWAS",10.1002/ajmg.b.32555,SERUM COTININE LEVELS;DNA METHYLATION;CIGARETTE-SMOKING;BLOOD-SAMPLES;CESSATION;TIME;PERFORMANCE;VALIDATION;COMMUNITY;EXPOSURE;Biological Markers;Smoke,,
rayyan-1000428430,Leukocyte methylomic imprints of exposure to the genocide against the        Tutsi in Rwanda: a pilot epigenome-wide analysis,2022,1,,EPIGENOMICS,1750-1911,14,1,11-25,"Musanabaganwa, C and Wani, AH and Donglasan, J and Fatumo, S and Jansen, S and Mutabaruka, J and Rutembesa, E and Uwineza, A and Hermans, EJ and Roozendaal, B and Wildman, DE and Mutesa, L and Uddin, M and Musanabaganwa, Clarisse and Wani, Agaz H. and Donglasan, Janelle and Fatumo, Segun and Jansen, Stefan and Mutabaruka, Jean and Rutembesa, Eugene and Uwineza, Annette and Hermans, Erno J. and Roozendaal, Benno and Wildman, Derek E. and Mutesa, Leon and Uddin, Monica",,English,FUTURE MEDICINE LTD,"UNITEC HOUSE, 3RD FLOOR, 2 ALBERT PLACE, FINCHLEY CENTRAL, LONDON, N3        1QB, ENGLAND","We conducted a pilot epigenome-wide association study of women from Tutsi ethnicity exposed to the genocide while pregnant and their resulting offspring, and a comparison group of women who were pregnant at the time of the genocide but living outside of Rwanda. Fifty-nine leukocyte-derived DNA samples survived quality control: 33 mothers (20 exposed, 13 unexposed) and 26 offspring (16 exposed, 10 unexposed). Twenty-four significant differentially methylated regions (DMRs) were identified in mothers and 16 in children. In utero genocide exposure was associated with CpGs in three of the 24 DMRs: BCOR, PRDM8 and VWDE, with higher DNA methylation in exposed versus unexposed offspring. Of note, BCOR and VWDE show significant correlation between brain and blood DNA methylation within individuals, suggesting these peripherally derived signals of genocide exposure may have relevance to the brain.        Lay abstract The 1994 Rwandan genocide against ethnic Tutsi has been associated with adverse mental health outcomes in survivors decades later, but the molecular mechanisms that contribute to this association remain poorly characterized. Epigenetic mechanisms such as DNA methylation regulate gene function and change in response to life experiences. We identified differentially methylated regions (DMRs) in genocide-exposed versus unexposed mothers and children. In utero genocide exposure was linked with methylation differences in three maternal DMRs, with higher methylation in exposed offspring. Two of three DMRs show correlation between brain and blood methylation within individuals, suggesting that peripherally derived signals of genocide exposure may be relevant to the brain.","RAYYAN-INCLUSION: {""Jari""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: Maternal",10.2217/epi-2021-0310     EA DEC 2021,MATERNAL PRENATAL STRESS;CORONARY-HEART-DISEASE;DNA METHYLATION;POSTTRAUMATIC-STRESS;INTERGENERATIONAL TRANSMISSION;DISORDER SYMPTOMS;PHYSICAL HEALTH;NEWBORNS;EVENTS;SCHIZOPHRENIA;Leukocytes,,
rayyan-1000428435,Cohort profile: Research on Obesity and Diabetes among African Migrants        in Europe and Africa Prospective (RODAM-Pros) cohort study,2022,12,,BMJ OPEN,2044-6055,12,12,,"Agyemang, C and van der Linden, EL and Antwi-Berko, D and Darko, SN and Twumasi-Ankrah, S and Meeks, K and Van den Born, BJH and Henneman, P and Owusu-Dabo, E and Beune, E and Agyemang, Charles and van der Linden, Eva L. and Antwi-Berko, Daniel and Darko, Samuel Nkansah and Twumasi-Ankrah, Sampson and Meeks, Karlijn and Van den Born, Bert-Jan H. and Henneman, Peter and Owusu-Dabo, Ellis and Beune, Erik",,English,BMJ PUBLISHING GROUP,"BRITISH MED ASSOC HOUSE, TAVISTOCK SQUARE, LONDON WC1H 9JR, ENGLAND","Purpose The Research on Obesity and Diabetes among African Migrants (RODAM) prospective (RODAM-Pros) cohort study was established to identify key changes in environmental exposures and epigenetic modifications driving the high burden of cardiovascular disease (CVD) risk among sub-Saharan African migrants.        Participants All the participants in the RODAM cross-sectional study that completed the baseline assessment (n=5114) were eligible for the follow-up of which 2165 participants (n=638 from rural-Ghana, n=608 from urban-Ghana, and n=919 Ghanaian migrants in Amsterdam, the Netherlands) were included in the RODAM-Pros cohort study. Additionally, we included a subsample of European-Dutch (n=2098) to enable a comparison to be made between Ghanaian migrants living in the Netherlands and the European-Dutch host population.        Findings to date Follow-up data have been collected on demographics, socioeconomic status, medical history, psychosocial environment, lifestyle factors, nutrition, anthropometrics, blood pressure, fasting blood, urine and stool samples. Biochemical analyses included glucose metabolism, lipid profile, electrolytes and renal function, liver metabolism and inflammation. In a subsample, we assessed DNA methylation patterns using Infinium 850K DNA Methylation BeadChip. Baseline results indicated that migrants have higher prevalence of CVD risk factors than non-migrants. Epigenome-wide association studies suggest important differences in DNA methylation between migrants and non-migrants. The follow-up study will shed further light on key-specific environmental exposures and epigenetic modifications contributing to the high burden of CVD risk among sub-Saharan African migrants.        Future plans Follow-up is planned at 5-year intervals, baseline completed in 2015 and first follow-up completed in 2021.","RAYYAN-INCLUSION: {""Jari""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: Not updated environmental exposure",10.1136/bmjopen-2022-067906,ETHNIC DISPARITIES;BLOOD-PRESSURE;HYPERTENSION;PREVALENCE;NETHERLANDS;DISEASE;ASSOCIATIONS;POPULATIONS;AMSTERDAM;AWARENESS;Cohort Studies;Obesity;Europe,,
rayyan-1000428437,Epigenome-wide association study of mitochondrial genome copy number,2022,1,15,HUMAN MOLECULAR GENETICS,0964-6906,31,2,309-319,"Wang, PL and Castellani, CA and Yao, J and Huan, TX and Bielak, LF and Zhao, W and Haessler, J and Joehanes, R and Sun, XB and Guo, XQ and Longchamps, RJ and Manson, JE and Grove, ML and Bressler, J and Taylor, KD and Lappalainen, T and Kasela, S and Van den Berg, DJ and Hou, LF and Reiner, A and Liu, YM and Boerwinkle, E and Smith, JA and Peyser, PA and Fornage, M and Rich, SS and Rotter, JI and Kooperberg, C and Arking, DE and Levy, D and Liu, CY and Wang, Penglong and Castellani, Christina A. and Yao, Jie and Huan, Tianxiao and Bielak, Lawrence F. and Zhao, Wei and Haessler, Jeffrey and Joehanes, Roby and Sun, Xianbang and Guo, Xiuqing and Longchamps, Ryan J. and Manson, JoAnn E. and Grove, Megan L. and Bressler, Jan and Taylor, Kent D. and Lappalainen, Tuuli and Kasela, Silva and Van den Berg, David J. and Hou, Lifang and Reiner, Alexander and Liu, Yongmei and Boerwinkle, Eric and Smith, Jennifer A. and Peyser, Patricia A. and Fornage, Myriam and Rich, Stephen S. and Rotter, Jerome, I and Kooperberg, Charles and Arking, Dan E. and Levy, Daniel and Liu, Chunyu and NHLBI Trans-Omics Precision Med TO",,English,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND","We conducted cohort- and race-specific epigenome-wide association analyses of mitochondrial deoxyribonucleic acid (mtDNA) copy number (mtDNA CN) measured in whole blood from participants of African and European origins in five cohorts (n = 6182, mean age = 57-67 years, 65% women). In the meta-analysis of all the participants, we discovered 21 mtDNA CN-associated DNA methylation sites (CpG) (P < 1 x 10(-7)), with a 0.7-3.0 standard deviation increase (3 CpGs) or decrease (18 CpGs) in mtDNA CN corresponding to a 1% increase in DNA methylation. Several significant CpGs have been reported to be associated with at least two risk factors (e.g. chronological age or smoking) for cardiovascular disease (CVD). Five genes [PR/SET domain 16, nuclear receptor subfamily 1 group H member 3 (NR1H3), DNA repair protein, DNA polymerase kappa and decaprenyl-diphosphate synthase subunit 2], which harbor nine significant CpGs, are known to be involved in mitochondrial biosynthesis and functions. For example, NR1H3 encodes a transcription factor that is differentially expressed during an adipose tissue transition. The methylation level of cg09548275 in NR1H3 was negatively associated with mtDNA CN (effect size = -1.71, P = 4 x 10(-8)) and was positively associated with the NR1H3 expression level (effect size = 0.43, P = 0.0003), which indicates that the methylation level in NR1H3 may underlie the relationship between mtDNA CN, the NR1H3 transcription factor and energy expenditure. In summary, the study results suggest that mtDNA CN variation in whole blood is associated with DNA methylation levels in genes that are involved in a wide range of mitochondrial activities. These findings will help reveal molecular mechanisms between mtDNA CN and CVD.","RAYYAN-INCLUSION: {""Jari""=>""Excluded""} | RAYYAN-LABELS: Meta-analysis | RAYYAN-EXCLUSION-REASONS: No environmental factor",10.1093/hmg/ddab240     EA AUG 2021,DNA METHYLATION;GENE-EXPRESSION;ATHEROSCLEROSIS RISK;PERIPHERAL-BLOOD;SKELETAL-MUSCLE;DESIGN;HEALTH;TRANSCRIPTION;INTERFACE;DISCOVERY;Genome;Genomics;Epigenomics,,
rayyan-1000428439,DNA-Methylation and Body Composition in Preschool Children:        Epigenome-Wide-Analysis in the European Childhood Obesity Project        (CHOP)-Study,2017,10,30,SCIENTIFIC REPORTS,2045-2322,7,,,"Rzehak, P and Covic, M and Saffery, R and Reischl, E and Wahl, S and Grote, V and Weber, M and Xhonneux, A and Langhendries, JP and Ferre, N and Closa-Monasterolo, R and Escribano, J and Verduci, E and Riva, E and Socha, P and Gruszfeld, D and Koletzko, B and Rzehak, Peter and Covic, Marcela and Saffery, Richard and Reischl, Eva and Wahl, Simone and Grote, Veit and Weber, Martina and Xhonneux, Annick and Langhendries, Jean-Paul and Ferre, Natalia and Closa-Monasterolo, Ricardo and Escribano, Joaquin and Verduci, Elvira and Riva, Enrica and Socha, Piotr and Gruszfeld, Dariusz and Koletzko, Berthold",,English,NATURE PORTFOLIO,"HEIDELBERGER PLATZ 3, BERLIN, 14197, GERMANY","Adiposity and obesity result from the interaction of genetic variation and environmental factors from very early in life, possibly mediated by epigenetic processes. Few Epigenome-Wide-Association-Studies have identified DNA-methylation (DNAm) signatures associated with BMI and body composition in children. Body composition by Bio-Impedance-Analysis and genome-wide DNAm in whole blood were assessed in 374 pre-school children from four European countries. Associations were tested by linear regression adjusted for sex, age, centre, education, 6 WBC-proportions according to Houseman and 30 principal components derived from control probes. Specific DNAm variants were identified to be associated with BMI (212), fat-mass (230), fat-free-mass (120), fat-mass-index (24) and fat-freemass-index (15). Probes in genes SNED1(IRE-BP1), KLHL6, WDR51A(POC1A), CYTH4-ELFN2, CFLAR, PRDM14, SOS1, ZNF643(ZFP69B), ST6GAL1, C3orf70, CILP2, MLLT4 and ncRNA LOC101929268 remained significantly associated after Bonferroni-correction of P-values. We provide novel evidence linking DNAm with (i) altered lipid and glucose metabolism, (ii) diabetes and (iii) body size and composition in children. Both common and specific epigenetic signatures among measures were also revealed. The causal direction with phenotypic measures and stability of DNAm variants throughout the life course remains unclear and longitudinal analysis in other populations is required. These findings give support for potential epigenetic programming of body composition and obesity.","RAYYAN-INCLUSION: {""Jari""=>""Excluded""} | RAYYAN-LABELS: body fat",10.1038/s41598-017-13099-4,"ELEMENT-BINDING PROTEIN-1;MASS INDEX;ADIPOSE-TISSUE;QUANTILE        NORMALIZATION;CARDIOVASCULAR-DISEASE;ENERGY-BALANCE;CELL-TYPES;GENE;ASSOCIATION;EXPRESSION;DNA (Cytosine-5-)-Methyltransferase;Child, Preschool;DNA-(Apurinic or Apyrimidinic Site) Lyase;Body Composition;DNA;Methylation;DNA Methylation",,
rayyan-1000428440,"DNA-methylation dynamics across short-term, exposure-containing CBT in        patients with panic disorder",2022,2,1,TRANSLATIONAL PSYCHIATRY,2158-3188,12,1,,"Moser, S and Martins, J and Czamara, D and Lange, J and Muller-Myhsok, B and Erhardt, A and Moser, Sylvain and Martins, Jade and Czamara, Darina and Lange, Jennifer and Mueller-Myhsok, Bertram and Erhardt, Angelika",,English,SPRINGERNATURE,"CAMPUS, 4 CRINAN ST, LONDON, N1 9XW, ENGLAND","Interaction of genetic predispositions and environmental factors via epigenetic mechanisms have been hypothesized to play a central role in Panic Disorder (PD) aetiology and therapy. Cognitive Behavioral Therapy (CBT), including exposure interventions, belong to the most efficient treatments of PD although its biological mechanism of action remains unknown. For the first time, we explored the dynamics and magnitude of DNA-methylation and immune cell-type composition during CBT (n = 38) and the therapeutic exposure intervention (n = 21) to unravel their biological correlates and identify possible biomarkers of therapy success. We report transient regulation of the CD4 + T-Cells, Natural Killers cells, Granulocytes during exposure and a significant change in the proportions of CD4 + T cells, CD8 + T cells and B-Cells and Granulocytes during therapy. In an epigenome-wide association study we identified cg01586609 located in a CpG island and annotated to the serotonin receptor 3 A (HTR3A) to be differentially methylated during fear exposure and regulated at gene expression level with significant differences between remitters and non-remitters (p = 0.028). We moreover report cg01699630 annotated to ARG1 to undergo long lasting methylation changes during therapy (paired t test, genome-wide adj.p value = 0.02). This study reports the first data-driven biological candidates for epigenetically mediated effects of acute fear exposure and CBT in PD patients. Our results provide evidence of changes in the serotonin receptor 3 A methylation and expression during fear exposure associated with different long-term CBT trajectories and outcome, making it a possible candidate in the search of markers for therapy success. Finally, our results add to a growing body of evidence showing immune system changes associated with PD.","RAYYAN-INCLUSION: {""Jari""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: No environmental factor",10.1038/s41398-022-01802-7,SEROTONIN RECEPTOR 3A;GENE-EXPRESSION;ANXIETY DISORDERS;CELL        DISTRIBUTION;5-HT3 RECEPTORS;HTR3A GENE;BLOOD;STRESS;PERSONALITY;PLATELET;DNA (Cytosine-5-)-Methyltransferase;Panic Disorder;DNA-(Apurinic or Apyrimidinic Site) Lyase;DNA;Methylation;DNA Methylation,,
rayyan-1000428441,Identifying epigenetic biomarkers of established prognostic factors and        survival in a clinical cohort of individuals with oropharyngeal cancer,2020,6,29,CLINICAL EPIGENETICS,1868-7075,12,1,,"Langdon, R and Richmond, R and Elliott, HR and Dudding, T and Kazmi, N and Penfold, C and Ingarfield, K and Ho, K and Bretherick, A and Haley, C and Zeng, YN and Walker, RM and Pawlita, M and Waterboer, T and Gaunt, T and Smith, GD and Suderman, M and Thomas, S and Ness, A and Relton, C and Langdon, Ryan and Richmond, Rebecca and Elliott, Hannah R. and Dudding, Tom and Kazmi, Nabila and Penfold, Chris and Ingarfield, Kate and Ho, Karen and Bretherick, Andrew and Haley, Chris and Zeng, Yanni and Walker, Rosie M. and Pawlita, Michael and Waterboer, Tim and Gaunt, Tom and Smith, George Davey and Suderman, Matthew and Thomas, Steve and Ness, Andy and Relton, Caroline",,English,BMC,"CAMPUS, 4 CRINAN ST, LONDON N1 9XW, ENGLAND","Background Smoking status, alcohol consumption and HPV infection (acquired through sexual activity) are the predominant risk factors for oropharyngeal cancer and are thought to alter the prognosis of the disease. Here, we conducted single-site and differentially methylated region (DMR) epigenome-wide association studies (EWAS) of these factors, in addition to similar to 3-year survival, using Illumina Methylation EPIC DNA methylation profiles from whole blood in 409 individuals as part of the Head and Neck 5000 (HN5000) study. Overlapping sites between each factor and survival were then assessed using two-step Mendelian randomization to assess whether methylation at these positions causally affected survival. Results Using the MethylationEPIC array in an OPC dataset, we found novel CpG associations with smoking, alcohol consumption and similar to 3-year survival. We found no CpG associations below our multiple testing threshold associated with HPV16 E6 serological response (used as a proxy for HPV infection). CpG site associations below our multiple-testing threshold (P-Bonferroni< 0.05) for both a prognostic factor and survival were observed at four gene regions:SPEG(smoking),GFI1(smoking),PPT2(smoking) andKHDC3L(alcohol consumption). Evidence for a causal effect of DNA methylation on survival was only observed in theSPEGgene region (HR per SD increase in methylation score 1.28, 95% CI 1.14 to 1.43,P2.12 x 10(-05)). Conclusions Part of the effect of smoking on survival in those with oropharyngeal cancer may be mediated by methylation at theSPEGgene locus. Replication in data from independent datasets and data from HN5000 with longer follow-up times is needed to confirm these findings.","RAYYAN-INCLUSION: {""Jari""=>""Included""} | RAYYAN-LABELS: alcohol,smoking",10.1186/s13148-020-00870-0,SQUAMOUS-CELL CARCINOMA;GENOME-WIDE ASSOCIATION;HUMAN-PAPILLOMAVIRUS;MENDELIAN RANDOMIZATION;NECK-CANCER;POOLED ANALYSIS;INTERNATIONAL        HEAD;METHYLATION LEVELS;CIGARETTE-SMOKING;RISK-FACTORS;Epigenomics,,
rayyan-1000428443,Methylome-Wide Association Study in Peripheral White Blood Cells        Focusing on Central Obesity and Inflammation,2019,6,,GENES,,10,6,,"Arpon, A and Milagro, FI and Ramos-Lopez, O and Mansego, ML and Riezu-Boj, JI and Martinez, JA and Abete, I and Crujeiras, AB and Cuervo, M and Goni, L and Marti, A and Martinez-Gonzalez, MA and Moreno-Aliaga, MJ and Navas-Carretero, S and San-Cristobal, R and Santos, JL and Zulet, MA and Arpon, Ana and Milagro, Fermin, I and Ramos-Lopez, Omar and Mansego, Maria L. and Riezu-Boj, Jose-Ignacio and Alfredo Martinez, J. and Abete, I and Crujeiras, A. B. and Cuervo, M. and Goni, L. and Marti, A. and Martinez-Gonzalez, M. A. and Moreno-Aliaga, M. J. and Navas-Carretero, S. and San-Cristobal, R. and Santos, J. L. and Zulet, M. A. and MENA Project",,English,MDPI,"ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Epigenetic signatures such as DNA methylation may be associated with specific obesity traits in different tissues. The onset and development of some obesity-related complications are often linked to visceral fat accumulation. The aim of this study was to explore DNA methylation levels in peripheral white blood cells to identify epigenetic methylation marks associated with waist circumference (WC). DNA methylation levels were assessed using Infinium Human Methylation 450K and MethylationEPIC beadchip (Illumina) to search for putative associations with WC values of 473 participants from the Methyl Epigenome Network Association (MENA) project. Statistical analysis and Ingenuity Pathway Analysis (IPA) were employed for assessing the relationship between methylation and WC. A total of 669 CpGs were statistically associated with WC (FDR < 0.05, slope >= |0.1|). From these CpGs, 375 CpGs evidenced a differential methylation pattern between females with WC <= 88 and > 88 cm, and 95 CpGs between males with WC <= 102 and > 102 cm. These differentially methylated CpGs are located in genes related to inflammation and obesity according to IPA. Receiver operating characteristic (ROC) curves of the top four significant differentially methylated CpGs separated by sex discriminated individuals with presence or absence of abdominal fat. ROC curves of all the CpGs from females and one CpG from males were validated in an independent sample (n = 161). These methylation results add further insights about the relationships between obesity, adiposity-associated comorbidities, and DNA methylation where inflammation processes may be involved.","RAYYAN-INCLUSION: {""Jari""=>""Excluded""} | RAYYAN-LABELS: body fat",10.3390/genes10060444,BODY-MASS INDEX;DNA METHYLATION;EPIGENOME-WIDE;ADIPOSE-TISSUE;RESOLVIN D1;HIGH-FAT;EXPRESSION;GENES;PATTERNS;ATHEROSCLEROSIS,,
rayyan-1000428447,Genome-wide DNA methylation differences and polychlorinated biphenyl        (PCB) exposure in a US population,2021,3,4,EPIGENETICS,1559-2294,16,3,338-352,"Curtis, SW and Cobb, DO and Kilaru, V and Terrell, ML and Marder, ME and Barr, DB and Marsit, CJ and Marcus, M and Conneely, KN and Smith, AK and Curtis, Sarah W. and Cobb, Dawayland O. and Kilaru, Varun and Terrell, Metrecia L. and Marder, M. Elizabeth and Barr, Dana Boyd and Marsit, Carmen J. and Marcus, Michele and Conneely, Karen N. and Smith, Alicia K.",,English,TAYLOR & FRANCIS INC,"530 WALNUT STREET, STE 850, PHILADELPHIA, PA 19106 USA","Exposure to polychlorinated biphenyls (PCBs), an endocrine-disrupting compound, is ubiquitous despite decades-old bans on the manufacture and use of PCBs. Increased exposure to PCBs is associated with adverse health consequences throughout life, including type 2 diabetes and cancer. PCB exposure is also associated with alterations in epigenetic marks and gene transcription, which could lead to adverse health outcomes, but many of these are population-specific. To further investigate the association between PCB and epigenetic marks, DNA methylation was measured at 787,684 CpG sites in 641 peripheral blood samples from the Michigan Polybrominated Biphenyl (PBB) Registry. 1345 CpGs were associated with increased total PCB level after controlling for age, sex, and 24 surrogate variables (FDR < 0.05). These CpGs were enriched in active promoter and transcription associated regions (p < 0.05), and in regions around the binding sites for transcription factors involved in xenobiotic metabolism and immune function (FDR < 0.05). PCB exposure also associated with proportions of CD4T, NK, and granulocyte cell types, and with the neutrophil to lymphocyte ratio (NLR) (p < 0.05), and the estimated effect sizes of PCB on the epigenome were correlated with the effect sizes previously reported in an epigenome-wide study of C-reactive protein (r = 0.29; p = 2.22e-5), supporting previous studies on the association between PCB and immune dysfunction. These results indicate that PCB exposure is associated with differences in epigenetic marks in active regions of the genome, and future work should investigate whether these may mediate the association between PCB and health consequences.","RAYYAN-INCLUSION: {""Jari""=>""Included""} | RAYYAN-LABELS: PCB exposure",10.1080/15592294.2020.1795605     EA JUL 2020,"PERSISTENT ORGANIC POLLUTANTS;POLYBROMINATED DIPHENYL ETHERS;ELIMINATION HALF-LIVES;INFLAMMATION;SERUM;DISCOVERY;ASSOCIATION;ANNOTATION;EXPRESSION;HORMONES;DNA (Cytosine-5-)-Methyltransferase;Genome;Genomics;Methylation;DNA, B-Form;DNA, A-Form;DNA",,
